Source_Borough,Drop_Borough,Date,Hour,Trip_Distance,Duration,Count_of_rides,tip_amount,total_amount
Brooklyn,Queens,1/1/18,1,6.5975,44.23386015,69,2.788362069,25.97083333
Queens,Manhattan,1/3/18,0,13.41937695,25.54097572,326,7.289198479,52.74230412
Manhattan,Bronx,1/4/18,21,8.801842105,21.84473684,38,2.257105263,30.26552632
Manhattan,Unknown,1/5/18,14,3.339814815,8.836728395,25,5.573981481,21.83342593
Manhattan,Brooklyn,1/12/18,10,6.150333333,41.44984127,117,3.012047619,28.3197619
Manhattan,Brooklyn,1/12/18,21,6.70710957,26.9931973,732,4.017313713,29.92109784
Manhattan,Queens,1/18/18,9,11.68609727,34.92518177,290,6.151511451,47.69370776
Queens,Queens,1/20/18,4,3.776948495,25.0174865,163,1.268026042,17.11633044
Manhattan,Bronx,1/26/18,7,6.766018519,48.77623457,59,2.571296296,26.94111111
Manhattan,Manhattan,1/30/18,3,2.285305838,11.16172009,747,1.079285348,11.79138929
Manhattan,Manhattan,1/2/18,0,2.491547092,12.08975756,2282,1.130271274,12.60126861
Manhattan,Manhattan,1/5/18,3,2.431580512,14.75473262,694,1.217089518,12.39021018
Manhattan,Manhattan,1/11/18,12,2.735334562,19.6246902,12971,1.90366194,16.79607546
Brooklyn,Brooklyn,1/10/18,20,2.011211111,9.964719136,117,1.621768519,12.32691667
Queens,Queens,1/16/18,17,5.684828047,24.34717386,245,2.160093026,24.94797718
Manhattan,EWR,1/20/18,13,18.008125,35.75720486,23,9.5665625,94.7225
Manhattan,Queens,1/27/18,17,9.461437646,37.71878399,216,4.267294872,37.91396853
Manhattan,Brooklyn,1/1/18,19,6.822542517,23.65746882,234,2.696602891,27.25281888
Brooklyn,Manhattan,1/2/18,21,5.556428571,19.80982143,29,2.555,25.50678571
Queens,Brooklyn,1/6/18,23,13.21883497,31.35261926,165,5.223507433,44.93554951
Brooklyn,Brooklyn,1/8/18,7,2.64837223,41.15652797,132,1.247735738,15.03926096
Manhattan,Staten Island,1/9/18,16,17.13,65.46666667,1,0,56.8
Brooklyn,Manhattan,1/9/18,20,4.434137931,16.67672414,30,3.255172414,20.96034483
Queens,Manhattan,1/10/18,18,12.81486708,43.19929834,633,7.107519861,53.32798828
Queens,Brooklyn,1/22/18,23,13.21251825,31.89258631,135,4.97200377,43.63527361
Queens,Brooklyn,1/2/18,10,12.38493745,29.14347928,101,4.060052462,41.4640678
Queens,Queens,1/10/18,12,5.982510531,19.31891342,176,1.350960296,22.00164711
Brooklyn,Brooklyn,1/12/18,3,2.484756098,8.746883469,49,1.137439024,13.96995935
Manhattan,EWR,1/12/18,15,16.59660417,131.7617014,51,9.733305556,102.8409444
Bronx,Queens,1/19/18,20,23.7,35.51666667,1,0,69.56
Brooklyn,Manhattan,1/29/18,19,4.851071429,13.76369048,15,2.543571429,20.71857143
Manhattan,Queens,1/31/18,10,11.42959483,32.09557156,241,5.415785732,45.53403848
Brooklyn,Manhattan,1/2/18,12,5.085454545,20.01742424,22,1.748636364,22.04727273
Queens,Queens,1/18/18,11,4.374051472,14.69894664,146,1.718862751,19.17308255
Manhattan,EWR,1/19/18,17,17.9260119,68.41577381,27,15.68428571,108.1630952
Unknown,Brooklyn,1/22/18,12,1.5,8.966666667,1,0,8.8
Queens,EWR,1/8/18,16,30.11,135.5666667,1,0,199.06
Unknown,Brooklyn,1/22/18,15,1.29,8.383333333,1,1.66,9.96
Queens,Queens,1/13/18,23,5.330512566,64.3741437,244,1.316728285,20.24353604
Brooklyn,Manhattan,1/28/18,17,4.993478261,21.65507246,23,2.766521739,23.15217391
Manhattan,Bronx,1/18/18,8,7.094456522,27.50507246,47,2.992717391,29.4475
Unknown,Manhattan,1/19/18,7,1.482142857,9.29457672,38,1.048452381,15.05734127
Brooklyn,Queens,1/24/18,23,7.610625,19.071875,9,2.17625,27.28875
Manhattan,Unknown,1/16/18,17,3.733529412,19.39330065,24,3.303235294,35.23127451
Manhattan,Unknown,1/30/18,22,9.518888889,19.71680556,44,6.915666667,56.38802778
Bronx,Bronx,1/19/18,1,0.476666667,1.877777778,3,3.683333333,34.81666667
Unknown,Unknown,1/9/18,7,1.718841808,10.06012241,180,4.70039548,32.77864407
Brooklyn,Queens,1/20/18,17,8.525,33.7,2,2.5,31.55
Manhattan,Unknown,1/23/18,8,6.855,21.51541667,25,3.431,39.4985
Unknown,Queens,1/26/18,22,7.1,34.13333333,1,5.65,33.95
Brooklyn,Queens,1/30/18,1,7.376666667,21.91666667,3,0.733333333,25.7
Unknown,Queens,1/19/18,21,3.450625,10.76979167,7,1.41,21.21
Brooklyn,Queens,1/25/18,19,8.338,27.42666667,5,2.95,40.702
Manhattan,EWR,1/17/18,13,18.05994444,35.45875,45,15.41730556,100.5189167
Brooklyn,Manhattan,1/25/18,17,4.69375,23.68411458,35,2.713125,24.306875
Queens,Unknown,1/19/18,12,20.82386243,32.84867725,19,7.198624339,93.65380952
Unknown,Bronx,1/1/18,10,2.62,5.341666667,2,7.53,53.33
Unknown,Unknown,1/7/18,0,3.067267206,4.111669666,257,7.897823887,87.45241453
Queens,Bronx,1/16/18,17,18.09444444,48.44938272,11,4.324074074,64.66703704
Queens,Bronx,1/21/18,5,11.9875,23.3375,4,0,39
Brooklyn,Queens,1/14/18,8,13.454,22.53,6,3.145,41.795
Manhattan,EWR,1/16/18,5,17.30807692,84.30064103,18,10.97576923,91.03923077
Queens,Staten Island,1/9/18,16,27.42,77.94166667,2,10,100.07
Manhattan,Staten Island,1/11/18,3,14.8,25.63333333,1,10.75,64.57
Manhattan,Staten Island,1/22/18,19,17.86,36.56666667,2,13.28,79.73
Unknown,Unknown,1/30/18,19,4.77982851,11.15009825,314,7.221382637,62.06471597
Unknown,Queens,1/8/18,10,0.116666667,0.095833333,6,4.971666667,38.31333333
Brooklyn,Unknown,1/12/18,6,12.2,31.4,2,0,36.3
Brooklyn,Queens,1/26/18,19,10.79111111,29.44259259,9,3.123333333,37.70111111
Manhattan,Staten Island,1/13/18,1,17.85833333,37.94166667,6,9.096666667,74.12333333
Bronx,Manhattan,1/8/18,0,9.24,18.68333333,1,0,38.6
Bronx,Manhattan,1/9/18,9,2.925,38.2,3,0.705,25.005
Unknown,Manhattan,1/2/18,4,0,0.083333333,1,12.8,76.8
Brooklyn,Staten Island,1/5/18,23,14.19,27.48333333,1,0,52.82
Manhattan,Staten Island,1/24/18,1,22.14,49.81666667,1,15.26,91.58
Unknown,Bronx,1/15/18,22,0.11,0.05,1,14.06,84.36
Unknown,Bronx,1/2/18,12,6.5,18.7,2,0,25.68
Unknown,Queens,1/11/18,15,8,30.48333333,2,3.5,33.68
Bronx,Manhattan,1/4/18,2,6.05,18.51666667,1,0,20.3
Unknown,EWR,1/15/18,8,0,0.9,1,18,108.3
Queens,Staten Island,1/7/18,13,25.7,36.61666667,1,23.75,103.07
Unknown,EWR,1/1/18,3,0,0.05,1,0,114.8
Bronx,Unknown,1/19/18,15,1.4,7.283333333,1,0,8.3
Manhattan,Brooklyn,1/1/18,12,7.023576159,40.40338484,176,2.496390728,27.31612583
Manhattan,Bronx,1/5/18,17,7.250510204,29.72806122,52,1.206734694,29.51510204
Manhattan,Queens,1/7/18,22,7.236379505,23.47724287,187,2.393119369,28.54459459
Queens,Manhattan,1/8/18,17,13.53780644,48.29600887,566,7.059968491,56.78757363
Manhattan,Queens,1/8/18,19,9.203565972,39.59759693,272,4.514511285,38.85116753
Manhattan,Bronx,1/8/18,19,7.846111111,27.22124486,60,2.562530864,31.0882716
Manhattan,Queens,1/11/18,3,8.449771386,20.95026303,155,2.912225664,31.23402507
Brooklyn,Manhattan,1/12/18,7,5.069948864,37.43291351,122,3.055183712,23.01342235
Brooklyn,Manhattan,1/12/18,23,5.455952381,20.93518519,67,2.535634921,23.59992063
Manhattan,Queens,1/16/18,7,11.63431858,31.7934387,347,6.19987334,46.3596341
Manhattan,Brooklyn,1/17/18,20,6.663704476,25.0334253,763,4.097362303,29.01736271
Manhattan,Manhattan,1/19/18,15,2.694199006,18.73545888,14751,1.673015525,15.79683063
Manhattan,Bronx,1/27/18,13,7.345862069,24.03850575,29,0.577586207,26.18517241
Manhattan,Manhattan,1/30/18,13,2.686141682,17.94013114,12361,1.784405024,15.43597535
Manhattan,Manhattan,1/5/18,10,2.633465394,20.54361866,11073,1.843477266,16.56704449
Manhattan,Manhattan,1/13/18,1,2.948291387,14.22847257,8480,1.716794951,14.6751581
Brooklyn,Brooklyn,1/12/18,8,2.029036404,13.3595934,130,1.268268634,12.74140959
Brooklyn,Brooklyn,1/14/18,14,2.283051282,12.20188034,80,1.373602564,12.99847436
Manhattan,Queens,1/18/18,0,7.164140171,27.81176068,293,2.71215641,28.24876325
Queens,Bronx,1/23/18,8,10.81642857,34.35059524,15,3.301785714,42.99035714
Unknown,Manhattan,1/23/18,15,1.449305556,9.171643519,42,1.336145833,13.62572917
Queens,Queens,1/30/18,17,5.532392577,16.65253128,172,1.624134314,22.57978557
Manhattan,Queens,1/24/18,5,11.8882639,24.57699418,328,5.560393107,44.84950456
Unknown,Queens,1/13/18,9,6.79,13.86666667,5,6.9775,44.4525
Queens,Manhattan,1/31/18,23,13.11012749,26.637794,281,6.031673767,48.57193893
Bronx,Unknown,1/5/18,16,7.15,26.33333333,1,0,27.3
Manhattan,EWR,1/7/18,9,18.33102564,31.13824786,19,9.757948718,91.97384615
Queens,Queens,1/9/18,4,4.960329023,11.7316068,97,0.601057471,18.7105977
Queens,Manhattan,1/12/18,5,10.56764983,31.78542929,155,4.545537037,39.49410269
Manhattan,Unknown,1/25/18,7,7.117857143,18.2797619,15,5.658214286,50.20892857
Manhattan,Bronx,1/29/18,17,9.0465,36.61125,43,1.742875,35.317125
Queens,Brooklyn,1/1/18,12,13.50441667,32.9134818,117,4.649962644,44.1539569
Brooklyn,Brooklyn,1/7/18,22,2.383581081,9.761561562,86,0.888333333,12.36851351
Manhattan,Brooklyn,1/4/18,5,7.374827586,20.02471264,31,2.313275862,27.30362069
Manhattan,Unknown,1/22/18,14,4.969166667,15.83611111,23,3.070833333,36.43101852
Brooklyn,Brooklyn,1/11/18,21,2.433318452,11.11923611,152,1.180337798,13.16694494
Manhattan,Bronx,1/14/18,14,7.106388889,21.32407407,36,1.077777778,25.67833333
Bronx,Queens,1/20/18,9,6.39,17.26666667,1,0,27.06
Manhattan,Bronx,1/4/18,10,7.513846154,36.18461538,13,1.41,29.71
Manhattan,EWR,1/21/18,7,17.93117647,27.44918301,26,9.910294118,91.42009804
Queens,Bronx,1/7/18,16,17.655,40.25833333,19,3.602941176,61.23823529
Manhattan,EWR,1/5/18,11,17.26893519,115.6532407,31,7.550046296,90.8200463
Queens,Staten Island,1/5/18,22,23.6,34.18333333,1,0,74.82
Unknown,Manhattan,1/10/18,16,2.10745614,12.70475146,29,1.912719298,17.78149123
Manhattan,EWR,1/11/18,18,15.24027778,54.11435185,15,16.70569444,101.52875
Brooklyn,Brooklyn,1/26/18,7,1.933467262,10.63950893,77,1.05703869,11.33293155
Manhattan,Unknown,1/7/18,0,3.288888889,13.79722222,21,5.457777778,43.40777778
Bronx,Manhattan,1/3/18,3,0.8,3.566666667,1,0,6.3
Queens,Unknown,1/12/18,16,14.08575,57.25527778,27,5.851430556,102.1278472
Manhattan,Unknown,1/19/18,8,4.109166667,11.65439815,26,2.826944444,28.77333333
Manhattan,EWR,1/7/18,11,17.316,30.74730903,26,11.93785417,93.18702083
Bronx,Manhattan,1/8/18,17,3.601428571,23.0452381,7,0,19.15714286
Brooklyn,Queens,1/12/18,1,5.456666667,16.78819444,14,2.050833333,22.2675
Queens,Bronx,1/11/18,16,14.37404762,52.48492063,24,3.359047619,56.91857143
Queens,Brooklyn,1/23/18,7,14.69096774,54.48060036,52,5.702473118,54.07370968
Queens,Bronx,1/31/18,8,15.65285714,41.43809524,7,2.037142857,53.74
Bronx,Bronx,1/8/18,6,0.883333333,25.01666667,3,0,6.466666667
Unknown,Queens,1/8/18,7,0.015,0.05,2,0,3.3
Brooklyn,Queens,1/13/18,14,12.14166667,38.78611111,6,5.221666667,43.68833333
Queens,Unknown,1/12/18,8,17.63533333,55.35944444,13,10.50533333,84.73833333
Bronx,Bronx,1/5/18,9,1.356,5.573333333,5,0,7.4
Brooklyn,Queens,1/29/18,11,8.115,16.73333333,2,2.42,28.195
Unknown,Unknown,1/17/18,19,0.655767717,3.201451772,262,4.87246063,43.67000492
Staten Island,Staten Island,1/16/18,5,0.4,0.533333333,1,0,26.82
Bronx,Bronx,1/22/18,19,2.85325,11.825,9,0.954,14.0915
Bronx,Manhattan,1/5/18,13,1.466666667,10.31666667,3,0,9.3
Unknown,Unknown,1/16/18,13,1.413308728,6.288595355,212,1.743093758,50.66547268
EWR,EWR,1/29/18,20,0,0.35,1,18.05,108.35
Brooklyn,Unknown,1/31/18,20,29.97,49.58333333,1,40,119.8
Bronx,Manhattan,1/27/18,11,2.62,14.38333333,3,0,12.96666667
Bronx,Manhattan,1/7/18,0,0.865,4.05,2,0,6.55
Unknown,Manhattan,1/5/18,3,4.215,7.816666667,2,2.525,27.825
Unknown,EWR,1/12/18,19,0.11,0.083333333,1,24,144
Brooklyn,Unknown,1/22/18,7,0.84,4.883333333,1,1.26,7.56
Queens,EWR,1/4/18,20,33.7,45.48333333,1,0,175.3
Brooklyn,Staten Island,1/10/18,21,15.7,19.95,1,5,60.32
Manhattan,Staten Island,1/20/18,10,18.1,41.55,1,0,70.06
Queens,Unknown,1/28/18,1,20.48333333,25.41666667,4,0,55.76
Manhattan,Staten Island,1/29/18,6,17.23,35.58333333,1,0,66.58
Unknown,Queens,1/8/18,4,2.996666667,9.816666667,3,6.666666667,42.63333333
Queens,Unknown,1/29/18,3,9.46,15.91666667,2,1.5,30.3
Queens,EWR,1/30/18,16,22.43,56.25,1,9,104.8
Queens,Unknown,1/4/18,11,11.18933333,46.59,7,2.776,44.376
Manhattan,EWR,1/14/18,21,19.11,36.71666667,1,0,86.8
Brooklyn,Unknown,1/19/18,15,4.4,29.95,1,0,22.3
Queens,Queens,1/2/18,15,5.6379345,19.79369946,259,1.717612978,23.43993874
Manhattan,Manhattan,1/3/18,13,2.715297499,19.8074877,12342,1.475360076,15.31332167
Manhattan,Unknown,1/3/18,14,1.807727273,8.970959596,32,0.51719697,13.62037879
Manhattan,Manhattan,1/10/18,7,2.758246937,17.38420755,12989,1.714817999,14.76231708
Manhattan,Brooklyn,1/15/18,23,6.683091002,25.80138183,399,3.256037536,27.07518599
Manhattan,Brooklyn,1/17/18,18,6.495251054,36.37090489,421,3.81864918,30.99957736
Manhattan,Manhattan,1/18/18,10,2.694279741,19.54772469,13626,1.957022806,16.51575137
Manhattan,Brooklyn,1/19/18,0,6.655808968,28.25836072,752,3.634196391,27.90784567
Queens,Queens,1/22/18,12,4.753005758,13.03626075,200,1.134926278,18.58318446
Queens,Brooklyn,1/22/18,22,14.19527363,26.49483239,157,5.681030206,47.06576724
Brooklyn,Brooklyn,1/23/18,23,2.058577324,8.390131897,142,1.119947166,11.51724875
Queens,Unknown,1/25/18,13,6.263111111,61.84222222,18,3.067166667,46.22783333
Manhattan,Manhattan,1/26/18,1,2.733564426,13.28786615,4373,1.652184576,13.80017706
Queens,Queens,1/28/18,12,5.078049747,14.05148425,217,1.552522957,20.38377118
Manhattan,Bronx,1/28/18,18,8.724019608,25.33055556,54,1.598039216,30.86215686
Manhattan,Staten Island,1/30/18,20,17.22555556,40.71666667,9,9.654444444,74.89444444
Manhattan,Queens,1/31/18,19,8.572720801,41.17696304,357,4.502497678,36.74717204
Manhattan,Brooklyn,1/12/18,0,6.50086543,26.63607474,723,3.436899025,27.23096616
Manhattan,Brooklyn,1/13/18,0,6.580313257,25.45835496,937,3.44635241,28.36710898
Queens,Manhattan,1/6/18,7,11.63090731,31.70904915,201,4.429381165,42.4976272
Queens,Manhattan,1/10/18,10,11.97827434,49.60868564,574,5.470237037,48.65294362
Queens,Manhattan,1/11/18,17,13.38945095,57.91140844,709,7.312156615,58.25821314
Manhattan,Bronx,1/15/18,20,9.086555556,25.20888889,50,2.900111111,33.33188889
Brooklyn,Brooklyn,1/17/18,2,2.237027027,8.215990991,39,0.880945946,14.54581081
Brooklyn,Manhattan,1/21/18,11,4.831025641,17.36132479,44,2.378846154,20.65320513
Queens,Bronx,1/23/18,10,17.70649123,35.3127193,23,3.213157895,58.2622807
Brooklyn,Brooklyn,1/27/18,15,1.866435897,32.64290598,81,1.209871795,11.43038462
Queens,Queens,1/28/18,17,5.915554894,17.13064705,206,1.996794312,23.27141292
Brooklyn,Brooklyn,1/28/18,18,2.067539683,10.89828042,72,1.534047619,12.02452381
Queens,Brooklyn,1/22/18,2,14.28428571,24.20952381,7,4.852857143,46.08142857
Unknown,Queens,1/30/18,14,0,0.045833333,3,7.315,43.99
Manhattan,Brooklyn,2/1/18,0,3.27,13.11666667,1,2.76,16.56
Queens,Brooklyn,1/31/18,23,12.9068046,24.78963123,105,4.943583333,43.07562356
Brooklyn,Brooklyn,1/15/18,8,1.456858974,7.915491453,53,0.994423077,9.42267094
Manhattan,Bronx,1/18/18,0,9.052112676,20.6100939,74,2.174295775,30.98612676
Queens,Brooklyn,1/7/18,16,12.80118212,60.10233208,207,5.074899398,45.42113306
Queens,Brooklyn,1/20/18,5,14.66885057,26.04789272,42,6.532586207,48.88143678
Queens,Brooklyn,1/2/18,6,14.23233117,39.50524531,92,5.971218615,49.0569329
Brooklyn,Manhattan,1/23/18,16,4.497058824,19.88823529,18,3.393529412,25.25294118
Bronx,Bronx,1/9/18,14,1.873333333,17.78055556,11,0,10.40555556
Brooklyn,Bronx,1/1/18,4,17.29,34.11666667,1,0,49.8
Queens,Bronx,1/11/18,14,14.72566667,46.66611111,17,1.687333333,54.43066667
Manhattan,Queens,1/8/18,9,11.80924075,36.36146548,295,5.825273425,46.34586653
Bronx,Bronx,1/14/18,5,2.068,6.7425,11,0,9.95
EWR,EWR,1/27/18,4,0,0.083333333,1,10,100.8
Manhattan,EWR,1/13/18,19,19.12,40.575,6,11.828,102.578
Brooklyn,Brooklyn,1/22/18,5,2.5365,9.1175,21,0.99175,12.60425
Manhattan,Unknown,1/31/18,10,7.932352941,17.48382353,21,1.135294118,33.87705882
Brooklyn,Queens,1/25/18,18,7.051666667,28.66944444,7,2.938333333,30.03
Queens,Unknown,1/28/18,21,19.9552619,26.74369048,26,5.397119048,111.6289286
Queens,Brooklyn,1/21/18,4,10.62529412,22.22941176,17,1.957647059,34.55176471
Bronx,Manhattan,1/26/18,16,1.31,14.10833333,2,0,12.3
Bronx,Bronx,1/4/18,23,3.313333333,17.56666667,3,0,13.8
Bronx,Manhattan,1/10/18,11,2.466666667,266.9666667,3,1.43,13.94333333
Queens,Unknown,1/2/18,10,13.17645833,31.65347222,23,7.758229167,67.93822917
Bronx,Bronx,1/30/18,12,3.049166667,12.9587963,9,0.487777778,13.98222222
Manhattan,EWR,1/13/18,18,16.799,33.62666667,12,7.9225,87.7575
Queens,Unknown,1/6/18,10,10.7555,17.01013889,13,8.406416667,53.52775
Manhattan,EWR,1/10/18,16,16.50827778,51.06611111,27,14.68894444,100.1533889
Bronx,Bronx,1/7/18,21,2.49,7.863333333,5,0,11
Manhattan,EWR,1/11/18,12,17.3512807,35.91175682,52,14.12850292,95.5170117
Queens,Unknown,1/21/18,14,19.70190909,30.09949495,20,19.39139394,123.0805455
Manhattan,Staten Island,1/20/18,16,19.07,51.20833333,2,10.7,85.03
Unknown,Queens,1/16/18,22,8.35,28.55833333,2,5.8,34.85
Bronx,Queens,1/18/18,14,16.93,52.7,1,0,58.56
Unknown,Queens,1/9/18,2,2.093333333,2.45,3,3.34,39.90666667
Bronx,Manhattan,1/27/18,9,3.985,15.25833333,7,1.008333333,16.68333333
Unknown,Queens,1/29/18,17,0.55,2.741666667,4,7.65,43.825
Queens,Staten Island,1/7/18,23,25.375,38.3625,4,9.89,87.205
Unknown,Queens,1/16/18,6,8.375,20.85277778,5,5.043333333,42.84833333
Bronx,Unknown,1/30/18,12,20.2,24.65,1,24.2,145.26
Unknown,Unknown,1/20/18,23,1.150451852,4.536240741,230,7.40792963,45.85464074
Unknown,Unknown,1/11/18,17,0.870044053,7.569793196,232,6.712745962,75.20154919
Bronx,Bronx,1/15/18,21,22.8,36.93333333,1,0,58.56
Brooklyn,Queens,1/7/18,19,10.5175,26.15833333,4,1.5475,34.7225
Queens,Unknown,1/5/18,18,22.253125,52.68052083,20,3.3653125,79.244625
Bronx,Unknown,1/1/18,3,36.6,47.35,1,0,300.3
Bronx,Queens,1/1/18,6,18.7,49.25,1,0,52.8
Queens,Brooklyn,1/25/18,3,7.78,22.24333333,5,2.752,28.852
EWR,EWR,1/10/18,8,0,0.35,1,19.05,114.35
Manhattan,Staten Island,1/10/18,3,22.23,46.7,1,0,75.32
Manhattan,Staten Island,1/13/18,19,21.9,50.68333333,2,0,80.56
Bronx,Manhattan,1/31/18,13,2.405,15.74166667,2,0,13.05
Unknown,Queens,1/4/18,19,1.25125,2.15625,6,3.48125,33.43375
Brooklyn,Unknown,1/12/18,13,10,47.83333333,1,9.76,58.58
Bronx,Manhattan,1/10/18,1,5.48,16.35,1,0,19.8
Staten Island,Staten Island,1/6/18,7,0.46,0.65,2,0,10.06
Staten Island,Staten Island,1/30/18,21,5.38,13.45,1,5.64,24.44
Unknown,Unknown,1/23/18,10,0.86656,6.420266667,127,10.15824,62.91836
Unknown,Queens,1/11/18,19,0.0025,0.335416667,5,0.625,11.3
Brooklyn,Queens,1/2/18,10,7.44,16.16666667,1,4.76,28.56
Brooklyn,EWR,1/13/18,7,17.71,38.73333333,1,4.7,90
Bronx,Queens,1/11/18,23,12.2,23.46666667,1,0,36.3
Queens,Unknown,1/28/18,3,10.2,28.06666667,1,16.15,96.95
EWR,EWR,1/18/18,17,0.9,0.35,2,10.975,105.025
Bronx,Unknown,1/2/18,7,0,0,1,0,3.3
Manhattan,Manhattan,1/1/18,13,2.733494014,15.75709641,9935,1.271446863,13.38246603
Queens,Queens,1/5/18,23,5.463645261,14.30777189,324,1.361189318,20.51665103
Queens,Queens,1/6/18,8,5.204736365,25.34870676,208,1.154430403,19.13217053
Brooklyn,Brooklyn,1/8/18,22,2.459531684,11.06118924,208,1.512490017,13.51862066
Queens,Manhattan,1/10/18,9,12.21060666,45.683333,480,5.976413182,50.48439695
Manhattan,Manhattan,1/14/18,6,2.404404463,9.047813922,1756,1.162159279,12.02789869
Manhattan,Brooklyn,1/15/18,14,6.408818565,27.1386955,186,2.989662447,28.09601266
Queens,Brooklyn,1/15/18,20,13.39514754,33.5696949,164,5.505084699,45.75699727
Manhattan,Queens,1/16/18,21,8.48823879,24.81095064,428,4.347001564,34.13490302
Queens,Queens,1/17/18,18,6.01313291,16.07465136,221,2.132573343,24.26770845
Manhattan,Brooklyn,1/17/18,21,6.843833924,28.65242234,1104,4.126260656,29.49848504
Queens,Manhattan,1/18/18,9,12.47259415,47.63181978,541,6.239986445,51.61757669
Queens,Unknown,1/19/18,7,19.79166667,42.82666667,16,9.836666667,76.48466667
Queens,Bronx,1/19/18,16,15.138,64.97,10,6.324,66.889
Queens,Queens,1/22/18,21,5.286969534,12.24001792,179,1.872797491,20.58265412
Brooklyn,Manhattan,1/22/18,23,5.758421053,17.60723684,40,2.6375,23.45065789
Manhattan,Queens,1/25/18,8,11.3079337,37.92073718,330,6.452563442,46.51680105
Queens,Manhattan,1/28/18,17,13.83856487,38.22407949,696,7.269021467,53.32027136
Manhattan,Queens,1/31/18,23,7.235786561,23.0948214,394,3.329282609,29.61222639
Manhattan,Queens,1/3/18,2,7.158807823,19.47957766,121,2.023265306,26.74867347
Manhattan,Manhattan,1/24/18,0,2.725171795,12.21150378,4052,1.640490955,13.85467695
Manhattan,Queens,1/8/18,14,11.48825911,49.29783151,376,5.616955888,47.39013186
Queens,Brooklyn,1/15/18,0,13.17293269,50.35836004,90,5.062467949,43.48570513
Queens,Manhattan,1/16/18,15,12.99141105,39.61590071,651,6.269594693,52.11045016
Queens,Queens,1/19/18,5,4.626515152,10.27929293,82,1.893166667,20.03037879
Queens,Manhattan,1/19/18,14,12.30595173,43.16117924,700,5.536746588,49.23022512
Manhattan,Queens,1/2/18,6,11.84842971,35.9420355,350,4.892095238,44.14136371
Manhattan,Queens,1/15/18,4,9.495259349,35.5614035,337,3.849653372,35.55763032
Unknown,Manhattan,1/1/18,2,0.841975309,4.599691358,44,2.765154321,20.21225309
Manhattan,Bronx,1/19/18,7,6.908809524,21.8702381,47,3.399642857,28.15107143
Manhattan,EWR,1/27/18,9,17.7546875,30.54756944,21,8.2040625,90.69427083
Unknown,Queens,1/29/18,9,2.196,6.245,7,4.272,33.794
Brooklyn,Brooklyn,1/6/18,4,2.530460526,9.990789474,92,1.319035088,13.91114035
Manhattan,Queens,1/4/18,23,7.152063172,21.74270833,167,2.657452957,27.77475134
Manhattan,Queens,1/27/18,3,8.202178932,21.52590308,352,2.879878788,30.58134343
Bronx,Manhattan,1/20/18,9,3.715,12.425,2,0,14.05
Brooklyn,Manhattan,1/20/18,12,4.846521739,18.87101449,26,2.535434783,21.43326087
Manhattan,Brooklyn,1/6/18,6,7.696909091,21.99636364,58,2.348818182,27.92663636
Unknown,Unknown,1/12/18,5,1.491111111,7.728276353,42,0.526324786,73.85179487
Brooklyn,Queens,1/12/18,8,9.71,31.34375,10,2.57125,33.80875
Manhattan,EWR,1/25/18,9,18.1668,38.69111111,22,14.658,99.30153333
Bronx,Bronx,1/28/18,1,3.279,10.60333333,10,1.096,18.446
Brooklyn,Queens,1/8/18,12,13.962,28.62333333,5,5.382,49.434
Manhattan,EWR,1/3/18,4,17.90114583,31.90251736,25,8.34953125,90.27036458
Bronx,Manhattan,1/2/18,12,5.834,20.95333333,5,2.344,23.644
Queens,Brooklyn,1/20/18,4,10.49642857,18.44880952,14,3.140714286,34.44071429
Bronx,Bronx,1/2/18,4,1.118333333,3.738888889,4,0,7.216666667
Bronx,Bronx,1/7/18,23,1.716,6.66,6,0.6,9.45
Queens,Bronx,1/2/18,0,13.17037037,21.02253086,12,1.591851852,43.77
Brooklyn,Queens,1/31/18,9,8.425,25.05138889,7,5.473333333,33.60666667
Queens,Brooklyn,1/3/18,3,13.03428571,24.04761905,7,5.344285714,43.78714286
Queens,Bronx,1/21/18,10,15.521,23.91833333,10,2.652,51.662
Manhattan,Staten Island,1/10/18,23,17.6125,33.36666667,4,11.8425,76.0375
Brooklyn,Manhattan,1/24/18,14,4.372666667,114.3011111,15,2.168666667,21.44933333
Unknown,Unknown,1/1/18,6,1.985416667,5.084461806,66,1.06671875,37.23625
Bronx,Bronx,1/7/18,5,0.96,3.601388889,7,0.121666667,90.54666667
Manhattan,Unknown,1/26/18,7,3.747692308,11.79358974,16,2.204615385,23.79307692
Unknown,Manhattan,1/18/18,17,1.160714286,10.32202381,40,1.675912698,12.92829365
Manhattan,EWR,1/24/18,8,17.80833333,40.01666667,12,15.05583333,99.335
Bronx,Manhattan,1/15/18,11,5.2,17.93333333,3,3.196666667,24.19333333
Queens,Bronx,1/10/18,14,16.31466667,44.73666667,15,3.570666667,58.664
Brooklyn,Queens,1/22/18,3,9.633333333,16.02222222,3,1.566666667,34.86666667
Bronx,Brooklyn,1/20/18,8,12.3,36.33333333,1,0,39.8
Queens,Brooklyn,1/22/18,3,15.89,31.15833333,2,0,47.05
Unknown,Queens,1/31/18,6,10.2,25.9,1,6,43.06
Unknown,Bronx,1/9/18,3,11.8,18.4,1,0,34.3
Unknown,Queens,1/7/18,14,2.737222222,10.66759259,8,2.493333333,30.07111111
Unknown,Queens,1/8/18,0,0,0.05,2,0,0
Queens,Bronx,1/20/18,20,18.63181818,33.80909091,12,0.910909091,58.55909091
