Source_Borough,Drop_Borough,Date,Hour,Trip_Distance,Duration,Count_of_rides,tip_amount,total_amount
Unknown,Bronx,1/5/18,22,13.1,29.83333333,1,0,39.8
Queens,Brooklyn,12/31/17,23,11.91,18.41666667,1,6.76,40.56
Queens,Unknown,1/29/18,15,16.76501026,32.3557094,28,6.007605128,109.5262615
Unknown,Unknown,1/4/18,15,3.703230453,10.04756516,88,3.814670782,77.48726337
Bronx,Manhattan,1/3/18,2,2.98,10.01666667,1,0,12.8
Bronx,Bronx,1/22/18,17,3.372857143,14.68571429,7,3.148571429,21.2
Unknown,Unknown,1/24/18,12,1.549001536,10.40734767,221,2.142642089,39.16774194
Manhattan,EWR,1/1/18,21,18.32333333,31.23888889,3,7.383333333,89.01666667
Queens,Staten Island,1/13/18,19,25.76666667,48.32777778,3,5,86.65333333
Manhattan,EWR,1/4/18,11,17.19,60.36,5,4.458,85.108
Unknown,Queens,1/30/18,18,0,0.05,1,14.46,86.76
Bronx,Brooklyn,1/26/18,8,12.43,48.16666667,1,0,40.3
Queens,Unknown,1/2/18,13,12.93955556,27.36074074,19,4.806388889,73.2205
Bronx,Queens,1/23/18,13,7.15,16.75,1,0,28.06
Brooklyn,Queens,1/31/18,14,16.875,48.86666667,2,0,49.3
Staten Island,Staten Island,1/27/18,19,6.04,16.63333333,1,15,35.3
Manhattan,Staten Island,1/1/18,8,18.9,40,1,25,91.79
Bronx,Queens,1/8/18,5,7.66,13.38333333,1,20,48.56
Queens,EWR,1/31/18,1,43.38,66.95,1,0,144.3
Brooklyn,Bronx,1/17/18,20,11.47,24.58333333,1,0,34.3
Bronx,Brooklyn,1/30/18,6,18.16,43.41666667,1,0,58.56
Queens,EWR,1/20/18,11,24.75,55.25,1,21.16,126.96
Queens,Brooklyn,1/4/18,0,13.44561501,29.33640168,134,4.963720141,43.984895
Brooklyn,Brooklyn,1/5/18,23,2.573440433,11.37828122,299,1.25528288,13.34869165
Manhattan,Manhattan,1/6/18,18,2.843116707,18.3849648,16205,1.798451511,15.77773525
Brooklyn,Brooklyn,1/7/18,15,1.799847561,11.52637195,97,1.286707317,12.0202439
Brooklyn,Brooklyn,1/14/18,0,2.679212146,11.8071551,324,1.487170655,13.82975894
Manhattan,Manhattan,1/15/18,3,2.673823487,10.84414741,1593,1.323232407,13.07750819
Brooklyn,Brooklyn,1/21/18,14,2.224507042,11.26584507,80,1.298356808,13.34201878
Brooklyn,Brooklyn,1/31/18,7,2.040303379,12.88157002,87,1.145076805,12.47326421
Brooklyn,Brooklyn,1/3/18,11,2.77537415,14.29478458,57,1.052619048,14.0720068
Manhattan,Bronx,1/11/18,22,8.779095745,23.83005319,100,2.254734043,31.23707447
Queens,Manhattan,1/17/18,20,13.34252106,27.20370047,507,6.991227156,50.54000832
Brooklyn,Brooklyn,1/22/18,10,2.191785714,12.36309524,30,1.01,12.36357143
Manhattan,Bronx,1/23/18,18,8.149375,28.12083333,34,2.40703125,31.48234375
Queens,Brooklyn,1/9/18,16,12.95571972,59.00667154,122,5.912828739,54.57089056
Manhattan,Queens,1/9/18,18,8.835295338,36.91129158,270,4.645410965,39.38205455
Manhattan,EWR,1/10/18,8,19.46138889,46.69398148,14,13.12888889,102.4872222
Brooklyn,Manhattan,1/23/18,10,4.251176471,21.13333333,19,2.903235294,21.29147059
Manhattan,Bronx,1/23/18,22,9.31637931,54.03256705,93,2.874597701,32.79896552
Brooklyn,Queens,1/3/18,18,8.07,29.98055556,6,4.526666667,33.57666667
Queens,Manhattan,1/15/18,22,13.42959177,26.41019805,993,7.107299594,51.79489127
Bronx,Bronx,1/19/18,11,1.938333333,12.64166667,4,0.526666667,11.49333333
Queens,Bronx,1/31/18,22,14.8775,25.60729167,10,2.536875,51.003125
Queens,Queens,1/1/18,5,4.99659232,12.95703538,244,1.165227799,20.11122418
Manhattan,Brooklyn,1/18/18,6,5.568798077,21.10480769,70,1.841826923,22.83753205
Queens,Queens,1/22/18,5,5.012524675,13.33064322,124,1.950110823,21.76295281
Manhattan,Unknown,1/22/18,7,7.564444444,19.63462963,20,5.351888889,32.95744444
Manhattan,Bronx,1/25/18,2,9.290104167,20.0921875,50,0.974270833,29.94385417
Queens,Brooklyn,1/28/18,2,10.95,23.159375,9,3.541875,36.716875
Manhattan,EWR,1/4/18,15,17.09386905,45.37926587,27,8.947619048,94.25178571
Bronx,Bronx,1/31/18,9,0.886333333,5.247777778,8,0.393,6.859666667
Queens,Brooklyn,1/4/18,22,15.8802381,31.25242857,65,4.935057143,51.27553333
Unknown,Queens,1/11/18,17,2.28,13.22083333,4,4.6625,33.1375
Manhattan,Bronx,1/31/18,16,8.5568,37.472,26,0.9148,34.462
Queens,Unknown,1/2/18,11,10.09102273,18.29356061,17,3.134261364,45.30926136
Unknown,Manhattan,1/13/18,14,2.241781609,10.85220307,45,2.333591954,16.73387931
Manhattan,Bronx,1/23/18,12,10.95761905,31.31746032,21,1.921428571,36.65666667
Manhattan,EWR,1/22/18,6,17.82111111,30.76018519,22,10.64111111,92.4612037
Queens,Manhattan,1/5/18,0,12.03888125,23.83770949,179,5.195502778,44.84449583
Brooklyn,Manhattan,1/7/18,18,4.616666667,24.71134259,37,2.622777778,25.08805556
Unknown,Unknown,1/19/18,5,3.025625,5.334635417,55,5.080416667,52.35197917
Queens,Bronx,1/26/18,17,13.41846154,41.19166667,14,2.888461538,50.81384615
Bronx,Bronx,1/10/18,20,1.96,11.21333333,5,0.972,12.362
Manhattan,Unknown,1/17/18,20,6.294942529,14.53649425,32,3.983390805,34.35603448
Unknown,Unknown,1/10/18,22,1.649372197,3.98173144,230,8.445195815,89.69850822
Manhattan,Unknown,1/17/18,4,11.2,20.80333333,5,7.816,52.744
Bronx,Bronx,1/14/18,3,1.929166667,7.394907407,15,0.416666667,13.00555556
Bronx,Bronx,1/20/18,3,6.094,15.61,5,0.928,22.218
Queens,Brooklyn,1/23/18,4,13.74142857,23.42142857,7,1.022857143,40.75142857
Manhattan,EWR,1/9/18,18,16.76944444,46.47314815,11,12.07888889,97.42888889
Queens,Unknown,1/25/18,20,10.07685714,22.74087302,22,4.492785714,68.56540476
Queens,Bronx,1/2/18,3,20.28166667,28.78240741,10,1.944444444,62.53111111
Queens,Brooklyn,1/21/18,6,15.2142284,26.32098765,44,5.433611111,48.47743827
EWR,EWR,1/12/18,14,0.03,0.433333333,4,27.19,157.74
Bronx,Queens,1/16/18,13,14.79,40.15,1,0,50.06
Bronx,Queens,1/4/18,4,8.31,12.81666667,1,7.64,38.2
Unknown,Unknown,1/14/18,2,2.541497253,9.55834478,201,4.649491758,40.32971154
Manhattan,Unknown,1/24/18,2,5.1,17.09166667,4,4.3775,61.0525
Brooklyn,Queens,1/4/18,20,3.04,15.3,2,0.5,14.3
Queens,Staten Island,1/26/18,6,26.8,42.36666667,2,16.555,99.375
Unknown,Unknown,1/14/18,23,1.88100813,3.755456188,209,0.562845528,63.47956098
Queens,Staten Island,1/19/18,20,37.85,43.51666667,1,21.96,131.78
Unknown,Queens,1/30/18,2,0,0.541666667,2,0.57,4.37
Unknown,Queens,1/2/18,11,4.166666667,11.92222222,3,0,15.46666667
Unknown,Queens,1/6/18,9,0.725,1.769444444,8,7.245,22.045
Manhattan,Staten Island,1/31/18,14,17.64,49.5,1,10,80.58
Bronx,Queens,1/3/18,11,16.13,33.4,1,11.71,70.27
EWR,EWR,1/28/18,13,0,0.3,2,13.08,115.38
Brooklyn,Staten Island,1/19/18,18,24.4,44.33333333,1,0,79.82
Queens,Unknown,1/29/18,1,6.9,15.26666667,1,0,22.3
Queens,EWR,1/1/18,3,24.825,44.65833333,2,11.63,125.18
Unknown,Queens,1/31/18,17,11.5,39.15,1,8,52.56
Brooklyn,Staten Island,1/17/18,0,13.4,33.58333333,1,0,53.32
Unknown,Queens,1/22/18,22,3.566666667,13.32222222,3,4.043333333,22.11
Queens,Staten Island,1/3/18,18,26.2,46.28333333,1,0,83.32
Unknown,Unknown,1/7/18,10,2.096884181,6.487062147,187,1.289214689,79.3229435
Brooklyn,Bronx,1/13/18,1,24.17,37.98333333,1,0,72.06
Queens,Manhattan,1/2/18,5,11.8404058,51.1491244,153,4.85186413,43.88921196
Brooklyn,Manhattan,1/5/18,10,5.07775,25.87583333,23,3.06925,24.49175
Queens,Queens,1/6/18,9,4.859002892,13.17919794,197,1.095182405,18.70043193
Manhattan,Bronx,1/10/18,8,7.304444444,25.0012963,46,3.706888889,30.17888889
Queens,Manhattan,1/12/18,7,11.17732698,54.41136518,379,5.42123136,45.45491392
Manhattan,Manhattan,1/12/18,19,2.850850223,19.38628167,18376,2.072891241,17.36368219
Brooklyn,Manhattan,1/18/18,20,4.586875,17.23046875,37,2.6765625,21.0159375
Brooklyn,Manhattan,1/20/18,20,4.44969697,19.77979798,33,2.127575758,20.98090909
Manhattan,Brooklyn,1/21/18,1,6.606626764,23.7062739,826,3.407520224,27.94415979
Brooklyn,Brooklyn,1/22/18,22,2.280804348,9.824516908,146,1.240181159,12.53032609
Manhattan,Unknown,1/25/18,23,9.57875,61.0533179,51,5.870925926,61.09643519
Brooklyn,Manhattan,1/26/18,7,4.955085253,19.65781021,125,3.025582437,22.34231311
Manhattan,Queens,1/26/18,10,11.00080627,31.41880846,340,6.179996687,45.24771689
Queens,Manhattan,1/26/18,12,12.47220335,33.73420835,513,6.521647025,51.32871525
Queens,Bronx,1/29/18,13,13.39527778,26.36157407,21,4.039444444,48.37666667
Manhattan,Manhattan,1/31/18,1,2.665568124,11.77438412,2487,1.575219048,13.43254048
Manhattan,Queens,1/4/18,8,12.74672222,51.21460109,79,5.567859649,49.20289724
Manhattan,Brooklyn,1/8/18,0,6.820357815,29.27817797,208,2.405461394,26.51482109
Manhattan,Manhattan,1/11/18,14,2.765084593,19.12342776,13864,1.782487441,16.42664992
Manhattan,Queens,1/12/18,7,11.69658968,47.40813769,405,6.097222292,46.87233055
Manhattan,Unknown,1/18/18,21,9.847236842,21.58442982,56,7.475482456,56.49885965
Unknown,Manhattan,1/1/18,4,1.0671875,4.110763889,33,1.186979167,15.7890625
Manhattan,Brooklyn,1/4/18,21,6.275107306,22.12997336,169,4.037824201,26.78723059
Brooklyn,Manhattan,1/11/18,8,5.43931891,24.97609241,146,3.694192308,25.97440064
Manhattan,Queens,1/27/18,10,10.42967993,25.0099081,239,4.531548922,39.80439055
Queens,Staten Island,1/27/18,13,24.03,42.28333333,1,0,75.82
Unknown,Manhattan,1/29/18,5,7.721428571,14.65833333,8,0.921428571,25.79571429
Queens,Manhattan,1/30/18,10,12.10490104,57.80421661,596,5.572938539,48.62305285
Manhattan,Brooklyn,1/15/18,11,6.623592262,35.59627976,122,3.34591369,27.59171726
Manhattan,Bronx,1/8/18,0,7.593606557,18.1818306,63,0.66557377,25.37770492
Manhattan,Bronx,1/19/18,17,7.751451613,53.05752688,32,2.439354839,39.55516129
Unknown,Manhattan,1/28/18,15,1.902666667,11.80061111,41,1.621833333,15.6845
Manhattan,Queens,1/31/18,13,10.82411812,56.73007202,484,5.83863991,45.17096379
Queens,Brooklyn,1/1/18,4,8.523088235,23.6502451,38,1.516176471,29.83014706
Manhattan,Unknown,1/1/18,5,9.251904762,18.41706349,26,2.809761905,53.74261905
Manhattan,Unknown,1/26/18,8,5.596888889,17.82356481,34,4.296694444,56.65877778
Manhattan,Bronx,1/31/18,4,9.1675,19.57797619,28,0.489285714,29.00357143
Manhattan,EWR,1/12/18,10,17.58901961,37.06666667,24,14.77058824,95.2845098
Queens,Bronx,1/13/18,20,17.61392857,32.49642857,16,4.570357143,59.55821429
Manhattan,Unknown,1/26/18,9,4.129411765,11.35539216,20,2.527058824,27.43490196
Brooklyn,Queens,1/27/18,4,7.394,16.3525,12,2.733,26.558
Manhattan,Unknown,1/31/18,9,4.501,12.225,19,1.919666667,21.979
Unknown,Manhattan,1/1/18,11,2.750666667,9.256666667,17,2.361,20.861
Manhattan,EWR,1/6/18,4,17.48424242,31.94823232,15,9.957272727,88.74939394
Queens,Brooklyn,1/5/18,7,8.54875,25.03125,20,2.44875,29.795625
Unknown,Manhattan,1/22/18,11,2.164347826,14.31642512,37,1.660072464,14.05123188
Manhattan,Unknown,1/13/18,14,3.801,9.217916667,21,1.1255,24.0265
Manhattan,Bronx,1/8/18,3,9.3475,20.228125,16,0.94125,30.05375
Bronx,Queens,1/31/18,14,2,5.066666667,1,0,14.06
Bronx,Bronx,1/5/18,12,1.823333333,12.80555556,3,0,14.63333333
Manhattan,Unknown,1/3/18,18,6.772916667,91.159375,30,3.287083333,48.27333333
Manhattan,EWR,1/2/18,4,17.92644444,29.29222222,21,6.196666667,87.51822222
Unknown,Unknown,1/12/18,3,1.497466667,3.112222222,31,6.009466667,50.35693333
Brooklyn,Manhattan,1/26/18,3,3.95,14.56111111,3,1.273333333,17.24
Bronx,Bronx,1/19/18,12,2.412714286,14.905,14,0.422571429,14.25142857
Bronx,Manhattan,1/1/18,14,8.92,26.12777778,3,1.586666667,33.29
Brooklyn,Queens,1/1/18,19,7.866,19.41,5,2.202,27.602
Queens,Bronx,1/3/18,2,13.46666667,21.18333333,3,2.136666667,46.53
Bronx,Queens,1/15/18,0,4.55,5.4,1,0,14.8
Brooklyn,Staten Island,1/27/18,10,14.72,33.13333333,1,0,55.82
Queens,Bronx,1/16/18,16,13.60555556,41.66481481,10,2.585555556,52.23
Bronx,Bronx,1/5/18,14,2.05,11.12333333,5,0,10.5
Queens,Bronx,1/9/18,2,19.60125,26.44375,5,3.4025,62.5875
Bronx,Manhattan,1/18/18,8,6.4875,38.80416667,4,1.24,30.165
Unknown,Brooklyn,1/11/18,19,5.7,29.03333333,1,4.76,28.56
Brooklyn,Queens,1/13/18,15,5.895,20.71666667,2,0.5,21.55
Manhattan,Manhattan,2/1/18,8,2.683333333,16.33888889,3,2.473333333,16.10666667
Bronx,Manhattan,1/20/18,12,2.503333333,9.694444444,3,0,11.3
Unknown,Queens,1/10/18,11,3.063333333,13.21666667,4,2.26,23.46
Manhattan,EWR,1/2/18,8,19.94733333,40.295,18,7.070333333,94.08566667
Bronx,Unknown,1/1/18,17,13.15,36.6,1,0,41.3
Queens,Unknown,1/14/18,8,29.67678571,44.14077381,11,23.67392857,174.8058929
Queens,Unknown,1/10/18,23,20.29555556,29.65555556,8,8.741666667,87.82388889
Queens,EWR,1/1/18,15,37.155,57.7625,3,27.415,192.795
Bronx,Queens,1/23/18,0,7.66,19.86666667,1,7.64,38.2
Unknown,Unknown,1/18/18,20,1.736839827,7.04305025,389,13.06451362,75.73056532
Unknown,Unknown,1/29/18,18,1.308062016,3.974470284,219,15.6035969,131.4569147
Unknown,Brooklyn,1/12/18,21,2.15,8.808333333,2,7.53,45.21
Staten Island,Staten Island,1/15/18,17,7.4,24.73333333,1,0,36.82
Unknown,Queens,1/21/18,3,0,0.066666667,2,5.28,54.33
Brooklyn,Manhattan,1/9/18,3,3.69,9.86,5,2.15,16.05
Unknown,Queens,1/31/18,11,2.955,10.19583333,4,8.9125,33.4625
Unknown,EWR,1/9/18,15,0,0.05,1,24.16,144.96
Brooklyn,Bronx,1/13/18,9,16.74,35.86666667,2,5.055,62.09
Bronx,Manhattan,1/23/18,10,2.3,14.2,1,2.45,14.75
Brooklyn,Queens,1/3/18,3,3.7,8.05,1,0,13.3
Manhattan,Staten Island,1/25/18,16,13.48,33.63333333,1,11.92,71.5
Queens,EWR,1/16/18,9,42.73,66.21666667,1,30.26,181.58
Unknown,Queens,1/11/18,11,0,0.075,2,5.83,36.63
EWR,EWR,1/2/18,15,0,0.6,1,0,90.8
Unknown,Bronx,1/8/18,6,11.1,31.9,1,0,35.8
EWR,EWR,1/26/18,17,0.01,0.05,1,17.06,102.36
Bronx,Unknown,1/15/18,11,20.6,20.95,1,0,54.8
Unknown,Brooklyn,1/16/18,18,15.2,41.81666667,1,4,50.3
Bronx,Queens,1/21/18,5,7.2,11.38333333,1,0,28.06
Queens,Brooklyn,1/7/18,17,12.77701835,37.91733954,143,5.133827218,44.10911996
Manhattan,Manhattan,1/9/18,17,2.716546033,21.08692612,14860,2.033967845,17.60502197
Manhattan,Queens,1/9/18,21,8.595450749,27.3688376,577,4.519266121,35.59704256
Manhattan,Manhattan,1/9/18,23,2.935810028,13.64964386,6618,1.855060443,14.98656202
Manhattan,Manhattan,1/10/18,12,2.746197227,18.91674153,12562,1.826555749,16.72019752
Brooklyn,Manhattan,1/10/18,12,5.730357143,20.6327381,15,3.901785714,25.36321429
Brooklyn,Manhattan,1/11/18,7,5.190861196,27.17341481,127,3.218125633,23.70679331
Queens,Manhattan,1/13/18,16,13.70235204,56.95958317,670,6.599447684,53.80514957
Manhattan,Queens,1/15/18,23,6.9106562,26.61547236,270,2.935173108,27.40184783
Manhattan,Queens,1/18/18,21,8.211993731,27.85964887,499,4.180685295,34.53730247
Manhattan,Brooklyn,1/20/18,7,7.430694444,21.85185185,77,2.334513889,27.84585648
Brooklyn,Manhattan,1/20/18,14,5.148,21.13361111,31,2.155333333,23.20533333
Queens,Bronx,1/20/18,19,16.6828125,31.24409722,19,3.572916667,55.99416667
Queens,Manhattan,1/26/18,18,12.93522864,46.5173622,620,7.028661021,53.46648022
Queens,Manhattan,1/29/18,22,12.81830229,28.24586239,641,6.888374941,49.64206515
Manhattan,Brooklyn,1/10/18,7,6.578051282,23.05923077,72,2.779589744,26.88774359
Manhattan,Queens,1/11/18,4,9.825382171,29.74260681,258,4.391465933,36.95827678
Queens,Queens,1/16/18,16,6.001535708,23.14323726,278,2.506095444,26.58032178
Unknown,Manhattan,1/18/18,9,1.400166667,9.900347222,36,2.2395,15.17116667
Brooklyn,Brooklyn,1/21/18,15,2.126980676,11.78862721,86,1.3647343,12.45688406
Brooklyn,Brooklyn,1/25/18,9,2.365680272,14.77962018,67,1.227619048,13.91962585
Queens,Queens,1/29/18,19,6.450561268,14.09382064,212,1.830465114,24.21109764
Brooklyn,Brooklyn,1/31/18,11,2.430571429,12.94928571,39,0.698142857,12.76957143
Manhattan,Brooklyn,1/15/18,12,6.777801724,31.05897989,123,3.107241379,28.61103448
Queens,Queens,1/19/18,1,4.275509132,11.0064003,124,1.219833333,16.97559817
Manhattan,Brooklyn,1/19/18,12,6.775710594,30.95353144,136,2.965155039,30.32308786
Manhattan,Brooklyn,1/7/18,14,6.397940341,24.87276673,213,2.818555871,27.0238589
Queens,Brooklyn,1/8/18,14,14.6044096,56.3836064,120,5.405237288,51.78685311
Queens,Brooklyn,1/8/18,23,13.24111558,25.96753739,212,4.636079255,43.68323258
Manhattan,Bronx,1/9/18,19,8.479090909,30.85969697,58,2.774454545,33.78518182
Manhattan,Staten Island,1/11/18,2,19.6,38.18333333,1,13.55,81.37
Manhattan,Brooklyn,1/12/18,8,6.211201814,44.00691138,98,3.022885488,27.82736961
Queens,Unknown,1/12/18,20,16.99347253,31.80695971,25,24.59573626,113.0052088
Unknown,Manhattan,1/20/18,16,1.493271605,10.73652263,37,2.546481481,19.84216049
Queens,Brooklyn,1/23/18,14,13.73617347,34.44186508,76,4.495731293,46.18603741
Brooklyn,Brooklyn,1/28/18,16,2.309556452,12.39979839,75,1.191532258,12.81935484
Queens,Unknown,1/6/18,22,14.78833333,25.00388889,23,2.666444444,81.33622222
Queens,Brooklyn,1/26/18,22,13.21049615,29.13568162,142,5.214028205,44.79204103
Brooklyn,Brooklyn,1/9/18,15,1.79360119,12.77559524,65,1.023065476,11.87514881
Manhattan,Queens,1/10/18,15,10.61906266,50.28199572,505,5.359895194,45.60710888
Queens,Unknown,1/11/18,16,11.96892857,36.03219246,22,4.075595238,62.53988095
Queens,EWR,1/25/18,17,37.1,66.63333333,1,28.25,169.57
Queens,Brooklyn,1/4/18,15,15.21189655,107.0644636,43,4.937586207,50.46747126
Brooklyn,Brooklyn,1/16/18,3,1.454166667,5.815277778,12,0.765,11.94
Manhattan,Bronx,1/21/18,14,7.412419355,22.9438172,34,0.83516129,26.54032258
Manhattan,Bronx,1/10/18,12,8.419090909,26.49242424,23,2.182272727,31.04590909
Unknown,Manhattan,1/30/18,20,1.572318841,8.183695652,40,1.198695652,12.38637681
Manhattan,Bronx,1/5/18,9,7.234583333,25.68263889,24,2.31375,28.25541667
Unknown,Bronx,1/11/18,19,0,0.083333333,1,0,20.3
Unknown,Unknown,1/1/18,17,16.20780303,38.21348906,266,0.434558081,95.21635101
Manhattan,Unknown,1/23/18,7,6.757647059,16.57794118,19,5.025588235,44.32676471
Queens,Brooklyn,1/27/18,3,8.03,17.3125,8,1.36875,27.16875
Brooklyn,Queens,1/2/18,13,9.965,25.76666667,2,6.605,39.655
Queens,Unknown,1/12/18,1,14.42,22.79166667,5,10.03125,75.23875
Bronx,Bronx,1/6/18,4,4.695,17.14404762,14,0.537142857,18.40857143
Queens,Unknown,1/19/18,10,13.70678571,20.90059524,11,6.319285714,75.75642857
Manhattan,Bronx,1/20/18,15,7.023181818,25.47348485,36,1.205454545,25.45787879
Bronx,Bronx,1/3/18,17,3.695,10.93333333,2,0,15.05
Manhattan,EWR,1/30/18,3,17.4,28.2,1,0,81.3
Queens,Bronx,1/17/18,18,16.77183333,31.62333333,14,2.101166667,55.72783333
Bronx,Unknown,1/26/18,22,11.3,17.25,1,29.2,175.26
Queens,EWR,1/31/18,15,35.11,62.21666667,1,5,105.8
Brooklyn,Queens,1/23/18,14,8.264444444,21.82407407,5,4.946666667,31.02444444
Manhattan,Staten Island,1/26/18,23,21.073,43.74166667,6,6.146,80.262
Brooklyn,Queens,1/1/18,9,7.8125,18.96666667,4,4.125,40.425
Unknown,Bronx,1/19/18,23,0,0.075,2,2.5,24.3
Brooklyn,Queens,1/2/18,15,10.858,36.38333333,5,2.874,37.774
EWR,EWR,1/23/18,12,0,0.166666667,1,24.08,120.38
Queens,Unknown,1/27/18,3,26.86,31.95,1,0,71.3
EWR,EWR,1/4/18,16,1.2,0.4,2,0.005,119.055
Unknown,Bronx,1/5/18,16,30.6,58.65,1,0,89.06
Unknown,Brooklyn,1/22/18,23,5.1,16.85833333,2,4.625,26.805
Unknown,Bronx,1/20/18,20,6.885,22.54166667,2,0,24.05
Unknown,Unknown,1/6/18,6,4.5764375,8.077708333,56,12.188375,106.5959375
Queens,Bronx,1/25/18,2,8.85,22.9,1,0,28.3
EWR,EWR,1/30/18,9,0,0.566666667,1,6.9,41.5
Brooklyn,Unknown,1/18/18,1,0,0,1,0,0
Unknown,Brooklyn,1/23/18,4,0,0.05,1,0,22.6
Manhattan,Unknown,1/23/18,4,20.6,34.66666667,1,0,0.3
Unknown,Unknown,1/3/18,14,1.196482085,6.777633008,308,21.2354886,53.84389251
Brooklyn,Unknown,1/27/18,21,0,0,1,0,15.3
Brooklyn,Bronx,1/7/18,16,11.5,27.91666667,1,0,34.8
Bronx,Queens,1/21/18,10,12.9,19.53333333,1,5,46.56
Unknown,Queens,1/22/18,20,0.1,3.016666667,1,0,5.3
Unknown,Brooklyn,1/16/18,0,0.933333333,2.366666667,3,0.75,4.516666667
Unknown,Brooklyn,1/16/18,23,5.4,24.81666667,1,4.45,26.75
Manhattan,Manhattan,1/2/18,19,2.721236515,14.87943832,12076,1.626569293,15.02723142
Brooklyn,Brooklyn,1/5/18,19,2.270311927,11.4980683,147,1.210466361,13.23875382
Manhattan,Manhattan,1/8/18,7,2.80503752,18.22216866,11527,1.703534255,15.01862178
Manhattan,Manhattan,1/8/18,21,2.911802264,13.8548393,10331,1.874982084,14.97174561
Manhattan,Brooklyn,1/11/18,0,6.373187386,26.54334054,527,3.184752505,26.18479167
Queens,Queens,1/13/18,7,4.941284591,11.93699423,168,1.199058176,18.32073428
Manhattan,Manhattan,1/13/18,14,2.759068488,17.91255203,14736,1.627285381,14.93670361
Manhattan,Manhattan,1/15/18,22,2.85044912,12.41040437,8434,1.752357061,14.43832924
Queens,Manhattan,1/16/18,14,12.72687887,38.26741462,713,6.741403842,53.15382267
Queens,Manhattan,1/18/18,16,12.60765912,54.56611823,774,6.840892617,58.74701072
Unknown,Manhattan,1/20/18,0,1.175641026,5.956730769,37,2.063397436,20.35788462
Queens,Unknown,1/20/18,1,30.32,46.13333333,2,4.54,87.34
Manhattan,Manhattan,1/22/18,20,2.963320676,14.4576822,12823,1.945199433,15.20932168
Brooklyn,Queens,1/29/18,12,12.18142857,24.63809524,7,6.961428571,43.72714286
Brooklyn,Brooklyn,1/13/18,5,2.710106383,9.766666667,51,0.723297872,13.04457447
Manhattan,Manhattan,1/28/18,9,2.623405975,15.15808338,7981,1.430859916,12.98033733
Manhattan,EWR,1/2/18,13,17.95049275,92.11932367,42,7.912985507,89.43588406
Queens,Manhattan,1/4/18,15,16.23795736,74.37697674,67,5.590251938,57.57281008
Queens,Manhattan,1/17/18,7,10.90474936,58.88434316,318,5.908756181,44.93561935
Brooklyn,Manhattan,1/22/18,8,5.344831349,39.77000661,107,3.198105159,24.46356151
Manhattan,Bronx,1/5/18,7,6.118485915,19.6303795,90,2.455215962,24.58594366
Brooklyn,Manhattan,1/14/18,12,4.631036585,20.30223577,44,3.223658537,23.33487805
Manhattan,Queens,1/22/18,3,7.926291209,20.6789072,114,2.149432234,28.81846154
Manhattan,Brooklyn,1/2/18,7,6.61047619,54.55634921,44,2.216547619,26.39869048
Bronx,Bronx,1/8/18,18,1.685,9.2675,13,0.500666667,32.17566667
Queens,Brooklyn,1/2/18,3,11.76090909,22.05606061,14,2.053181818,36.92136364
Brooklyn,Manhattan,1/3/18,16,5.011851852,19.26728395,27,2.459259259,27.27851852
Queens,Brooklyn,1/30/18,8,11.87714286,48.87111111,46,3.78852381,45.15280952
Queens,Brooklyn,1/13/18,15,13.22524028,41.82815046,122,5.312947222,47.35808611
Unknown,Unknown,1/22/18,7,1.276369048,7.31875,146,2.05897619,28.77840476
Brooklyn,Unknown,1/23/18,2,5.16,12.25,1,10.1,70.9
Manhattan,Unknown,1/28/18,16,7.841578947,16.96184211,20,2.1,42.57105263
Brooklyn,Brooklyn,1/4/18,14,2.051481481,13.14074074,28,1.723703704,21.47555556
Unknown,EWR,1/20/18,16,0,0.05,1,0,80.8
Unknown,Manhattan,1/24/18,21,1.542592593,7.912654321,41,2.142222222,17.35802469
Queens,Brooklyn,1/23/18,6,14.6316129,60.62526882,52,5.326397849,52.97048387
Brooklyn,Manhattan,1/18/18,17,5.048518519,23.66604938,30,2.937592593,24.5987037
Bronx,Bronx,1/31/18,16,7.295,114.7333333,4,0.975,69.44166667
Brooklyn,Manhattan,1/9/18,13,4.2505,19.8175,20,1.486,19.711
Brooklyn,Manhattan,1/26/18,12,5.098103448,20.88706897,32,2.187758621,22.41017241
Bronx,Manhattan,1/14/18,1,8.078,20.90333333,5,20,47
Bronx,Bronx,1/11/18,16,2.2975,9.144444444,6,0.75,10.76083333
Unknown,Queens,1/6/18,14,3.64,6.55,5,2.862222222,28.68444444
Manhattan,EWR,1/12/18,18,16.75821429,63.42261905,15,14.08071429,107.8378571
Bronx,Unknown,1/18/18,15,15.5,43.9,1,0,80.3
Manhattan,Bronx,1/26/18,5,8.8346875,19.44791667,17,1.37,29.710625
Unknown,Brooklyn,1/30/18,14,6.73,25.68333333,1,4.86,29.16
Brooklyn,Queens,1/18/18,14,11.53333333,42.76111111,6,6.498333333,43.87333333
Queens,Bronx,1/16/18,12,12.97033333,28.48351852,18,1.766111111,46.39833333
Manhattan,Unknown,1/24/18,10,5.133125,12.81770833,17,4.356875,31.884375
Brooklyn,Queens,1/27/18,22,7.25,21.89333333,5,0.972,26.262
Queens,Unknown,1/19/18,21,16.36422449,24.29557823,29,9.359632653,95.47655102
Bronx,Manhattan,1/23/18,23,2.26,10.33333333,1,0,11.3
Brooklyn,Unknown,1/2/18,11,0,0,1,0,7.8
Unknown,Unknown,1/10/18,23,2.613086207,4.349233716,155,9.070422414,111.5819569
